Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
921,60,RL,76.0,8471,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,7,1993,1993,Hip,CompShg,VinylSd,HdBoard,None,102.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,805,Unf,5,111,937,GasA,TA,Y,FuseA,936,786,-2,1723,-2,3,4,4,-3,2,Gd,1,Typ,-9,,Attchd,1993.0,Unf,3,473,TA,TA,Y,300,87,-2,6,6,-10,,MnPrv,,9,5,2006,WD,Normal,200998
922,90,RL,69.0,8783,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Feedr,1Fam,2Story,-2,14,1901,2004,Gable,CompShg,Plywood,Plywood,None,5.0,TA,TA,Slab,Ex,TA,No,ALQ,1082,Unf,5,194,1276,GasA,Ex,Y,FuseF,1268,937,4,2201,-4,-6,-2,5,11,11,TA,7,Typ,5,TA,Attchd,,Unf,0,8,TA,TA,Y,-9,68,-4,-9,0,-5,,,,0,4,2007,New,Normal,145903
923,20,RL,61.0,10234,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Artery,Norm,1Fam,1Story,9,-4,2004,2005,Gable,CompShg,Wd Sdng,AsphShn,BrkFace,9.0,TA,TA,PConc,TA,TA,No,Rec,18,Unf,7,1294,1310,GasA,Ex,Y,SBrkr,1314,-4,1,1306,-4,-9,1,-9,1,6,Ex,13,Typ,-7,,Attchd,2006.0,Fin,6,404,TA,Fa,Y,108,-4,8,16,1,-10,,,,-2,10,2005,New,Normal,169990
924,120,RL,58.0,8010,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,14,8,1994,1993,Gable,CompShg,VinylSd,MetalSd,None,8.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,163,Rec,840,606,1602,GasA,Ex,Y,SBrkr,1616,5,1,1607,6,7,7,-7,-2,-3,Gd,7,Typ,1,Gd,BuiltIn,1992.0,,-3,534,TA,TA,Y,2,61,-5,7,-10,0,,,,-3,6,2007,WD,Normal,193006
925,20,RL,77.0,10236,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,13,-1,1981,1979,Hip,CompShg,VinylSd,Plywood,None,154.0,TA,Gd,PConc,TA,TA,Av,ALQ,623,Unf,1052,4,1691,GasA,Ex,Y,SBrkr,1687,-8,-10,1683,-5,-4,2,-3,-6,-7,Ex,0,Typ,-5,TA,Attchd,1979.0,RFn,10,605,TA,TA,Y,377,135,-4,4,0,2,,,,-8,10,2005,ConLw,Abnorml,207493
926,20,RL,,15617,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,14,7,1976,1976,Hip,CompShg,HdBoard,VinylSd,None,-4.0,Gd,TA,PConc,TA,TA,No,BLQ,761,Unf,83,265,1133,GasA,TA,Y,FuseA,1126,1,5,1121,-3,-7,7,4,-3,1,TA,11,Typ,-2,Gd,Detchd,1976.0,,0,548,TA,TA,Y,171,-7,2,3,4,7,,GdWo,,8,6,2009,WD,Partial,175009
927,60,RL,87.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,TwnhsE,1Story,1,9,2004,2003,Hip,CompShg,VinylSd,MetalSd,BrkFace,336.0,Gd,TA,BrkTil,Gd,TA,No,Rec,-6,BLQ,5,1189,1172,GasA,TA,Y,SBrkr,1237,1130,-1,2365,-3,-2,-2,7,12,5,Gd,11,Typ,-3,,,2002.0,Unf,-5,646,TA,TA,Y,100,102,2,-5,-1,-3,,MnPrv,Shed,-1,4,2008,WD,Normal,285006
928,60,RL,,9901,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,2Story,12,3,1969,1969,Gable,CompShg,Wd Sdng,Stucco,None,350.0,TA,TA,CBlock,TA,TA,No,Unf,555,Unf,3,287,836,GasA,Ex,Y,SBrkr,1101,878,-1,1972,0,5,4,4,7,8,TA,7,Typ,-2,TA,Attchd,1969.0,Fin,9,494,TA,TA,Y,0,41,0,-6,-3,-4,,,,3,12,2009,ConLD,Normal,175991
929,20,RL,,11833,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrDale,Norm,Norm,1Fam,1Story,8,1,2000,2002,Gable,WdShake,Plywood,VinylSd,None,-5.0,TA,TA,PConc,Gd,TA,No,GLQ,-2,Unf,0,1756,1746,GasA,Ex,Y,SBrkr,1779,-9,3,1787,-4,8,0,1,-5,4,Ex,10,Typ,10,,Attchd,2000.0,RFn,-7,525,TA,TA,Y,211,156,6,-8,0,2,,,,-7,10,2010,WD,Normal,236497
930,60,RL,,13010,Pave,,Reg,Lvl,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,1Story,6,-4,1998,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,291.0,Gd,TA,Slab,Gd,TA,No,Rec,8,Unf,-7,963,961,GasA,TA,Y,SBrkr,984,1246,9,2241,-9,6,10,2,9,5,TA,14,Typ,-2,Fa,Detchd,1996.0,Unf,8,638,TA,TA,Y,-2,-10,0,-3,5,8,,,,2,15,2005,WD,Normal,221993
931,20,RL,67.0,8925,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,Twnhs,2Story,-1,-4,2008,2008,Gable,CompShg,MetalSd,VinylSd,None,-7.0,TA,TA,PConc,Gd,TA,No,ALQ,15,Unf,-4,1440,1469,GasA,Ex,Y,SBrkr,1461,1,-9,1463,4,-5,6,7,11,0,TA,13,Typ,9,,,2008.0,Fin,8,614,TA,Fa,Y,99,19,-2,-9,3,0,,,Shed,-3,16,2010,WD,Partial,200990
932,20,RL,78.0,9090,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,-3,-2,1966,1966,Gable,CompShg,CemntBd,CmentBd,BrkFace,-7.0,TA,TA,BrkTil,Ex,TA,No,Unf,335,Unf,460,116,929,GasA,Ex,N,SBrkr,922,5,-8,919,-6,7,2,4,-1,-7,Gd,1,Typ,9,,Attchd,1964.0,Unf,8,420,TA,,Y,-7,6,0,-8,8,1,,,,1,5,2010,WD,Partial,117509
933,20,RL,88.0,11668,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Feedr,Norm,1Fam,1.5Unf,18,7,2007,2005,Gable,CompShg,MetalSd,VinylSd,None,303.0,Gd,TA,PConc,TA,TA,No,GLQ,4,Unf,4,1902,1911,GasA,Gd,Y,SBrkr,1914,-7,4,1913,-9,2,0,-1,-1,3,Gd,15,Typ,5,,Attchd,2005.0,Unf,2,781,TA,TA,Y,3,189,-2,5,-1,2,,GdWo,,-3,2,2008,WD,Normal,319995
934,20,RL,56.0,8495,Pave,,IR1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,1Fam,1.5Fin,16,10,2003,2005,Gable,CompShg,Wd Sdng,VinylSd,None,212.0,TA,TA,PConc,TA,TA,Av,GLQ,25,Unf,-7,1477,1503,GasA,TA,Y,SBrkr,1505,-5,3,1500,-5,7,-4,5,9,-8,Gd,4,Typ,-6,TA,Detchd,2003.0,Fin,4,565,TA,TA,Y,190,32,-6,7,-5,2,,,,7,9,2008,WD,Abnorml,189991
935,20,RL,311.0,27659,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,SLvl,16,5,1959,2006,Hip,CompShg,HdBoard,Plywood,None,-7.0,TA,TA,PConc,TA,TA,No,,422,Rec,-3,155,589,GasA,Fa,Y,SBrkr,2062,-1,7,2065,8,3,9,6,1,2,Gd,-1,Typ,8,Gd,Attchd,1961.0,RFn,10,504,Fa,TA,Y,-9,-3,8,3,6,-9,,,,-5,7,2007,WD,Normal,241992
936,30,RL,53.0,5831,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,RRAn,Norm,1Fam,1Story,4,9,1927,1952,Hip,CompShg,HdBoard,Wd Shng,None,113.0,TA,TA,PConc,Gd,TA,,GLQ,3,Unf,-8,605,606,GasA,TA,Y,SBrkr,756,6,5,746,-2,5,2,-1,6,6,Ex,6,Typ,-10,TA,Attchd,1954.0,Unf,-1,536,,TA,P,-7,4,25,-1,-10,3,,,,-4,3,2007,WD,Normal,79893
937,20,RL,67.0,10082,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,7,2002,2004,Gable,CompShg,MetalSd,Plywood,BrkFace,,TA,TA,CBlock,Gd,,No,Rec,823,Unf,8,342,1172,GasA,Gd,Y,SBrkr,1202,-10,7,1200,-3,-7,-4,-6,10,4,TA,7,Typ,8,,Attchd,2002.0,Unf,3,555,TA,TA,Y,-3,39,4,9,-8,5,,,,-8,15,2008,WD,Normal,184899
938,60,RL,75.0,9665,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,MeadowV,Norm,Norm,1Fam,1Story,1,7,2004,2004,Gable,CompShg,HdBoard,MetalSd,None,-9.0,TA,TA,PConc,TA,TA,No,Rec,343,Unf,8,765,1117,GasA,Gd,Y,SBrkr,1122,863,1,1979,-3,1,-2,6,11,4,TA,5,Typ,1,,Attchd,2006.0,RFn,-6,692,TA,TA,Y,-9,44,3,9,5,-7,,,,-4,3,2008,WD,Normal,253002
939,60,RL,68.0,8765,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,PosA,Norm,1Fam,1Story,11,-5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.0,TA,TA,CBlock,TA,TA,Av,ALQ,460,Unf,4,934,1392,GasA,Ex,N,SBrkr,1388,564,-3,1971,-5,-6,5,9,2,5,TA,-3,Typ,-9,Gd,Attchd,2005.0,RFn,6,873,TA,TA,Y,9,80,-10,-8,-10,-9,,,,-5,15,2005,WD,Normal,239806
940,70,RL,,24086,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2,-1,1941,1951,Gable,CompShg,VinylSd,VinylSd,BrkFace,-5.0,TA,TA,PConc,Gd,TA,No,ALQ,-3,Unf,4,1024,1036,GasA,TA,Y,SBrkr,1205,1192,-3,2403,7,-4,-8,-4,8,-2,Gd,19,Typ,-6,TA,Attchd,1939.0,RFn,5,350,TA,TA,Y,58,1,327,3,-4,5,,,,-6,-3,2011,WD,Normal,244406
941,90,RL,63.0,12634,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,15,14,1977,1975,Gable,CompShg,VinylSd,MetalSd,BrkFace,-7.0,TA,TA,PConc,Ex,TA,No,GLQ,933,Unf,401,390,1733,GasA,Gd,Y,FuseA,1734,-9,-4,1727,0,-6,6,-9,-3,-2,TA,8,Typ,-1,Gd,BuiltIn,1977.0,Fin,-1,581,TA,TA,Y,49,6,-4,-2,-9,4,,,Gar2,3,9,2007,New,Normal,150906
942,60,RL,,8745,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,12,4,1998,1998,Hip,CompShg,WdShing,VinylSd,BrkFace,304.0,Gd,TA,CBlock,TA,TA,Gd,ALQ,765,Unf,-5,224,985,GasA,Gd,Y,SBrkr,1028,1029,1,2060,8,0,7,-1,12,4,Ex,0,Typ,-3,,Attchd,1998.0,Fin,-1,387,TA,TA,Y,-2,7,-6,171,6,-3,,,,-10,1,2010,WD,Normal,213992
943,90,RL,47.0,7708,Pave,,IR1,Bnk,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,-4,3,1978,1976,Hip,CompShg,VinylSd,Wd Sdng,None,-2.0,TA,TA,PConc,TA,TA,No,ALQ,1441,Unf,-2,-4,1436,GasA,TA,N,SBrkr,1440,-9,4,1430,-3,-8,5,-3,2,11,TA,-2,Typ,9,,Detchd,,RFn,-9,-6,TA,TA,Y,314,-8,-4,9,2,7,,GdWo,,0,5,2006,WD,Normal,149999
944,90,RL,96.0,24998,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,SFoyer,0,0,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,-5.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,9,Unf,-7,1640,1628,GasA,Ex,Y,SBrkr,1624,-7,4,1628,0,-7,-6,9,5,9,TA,13,Typ,1,,Attchd,1966.0,Unf,6,585,TA,TA,Y,-4,-5,2,8,-4,3,,MnPrv,Shed,6,2,2008,New,Abnorml,142996
945,20,RL,,14377,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Artery,Norm,1Fam,1Story,6,-2,1957,1957,Hip,CompShg,Wd Sdng,Plywood,BrkFace,541.0,Fa,TA,CBlock,Gd,TA,No,GLQ,111,Unf,351,354,817,GasA,Ex,Y,SBrkr,1349,-7,4,1349,9,9,9,8,11,0,TA,1,Min2,9,TA,Detchd,1957.0,Fin,6,521,TA,TA,Y,-8,121,-5,1,239,2,,,,-2,10,2008,WD,Normal,137508
946,50,RM,101.0,8823,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,11,8,1889,1997,Gable,CompShg,AsbShng,Plywood,Stone,8.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1081,Unf,8,-7,1081,GasA,Ex,Y,SBrkr,1182,569,123,1878,-8,1,2,9,3,-6,Gd,4,Typ,-6,,Detchd,1964.0,Fin,8,449,TA,TA,Y,47,2,237,-7,8,-1,,GdPrv,,-3,6,2008,WD,Normal,124893
947,80,RL,70.0,8159,Pave,,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,2.5Unf,6,8,1958,1958,Gable,CompShg,HdBoard,MetalSd,BrkFace,132.0,Gd,TA,BrkTil,Ex,TA,No,Unf,740,Unf,285,94,1149,GasA,Fa,Y,SBrkr,1153,8,-1,1141,10,-10,-5,-3,5,0,TA,10,Typ,-6,TA,Detchd,1958.0,Unf,-8,793,TA,TA,Y,93,4,3,7,-1,-3,,,,4,8,2007,WD,Normal,142996
948,20,RL,78.0,14526,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,-5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,None,232.0,TA,TA,PConc,TA,TA,Av,BLQ,1297,Unf,-3,312,1619,GasA,Ex,Y,SBrkr,1627,9,-3,1622,1,3,-4,-9,2,-5,Gd,10,Typ,10,TA,Basment,2001.0,Fin,8,803,TA,TA,Y,2,242,-2,-3,9,9,,,,6,1,2008,WD,Partial,269991
949,60,RL,69.0,14003,Pave,,Reg,HLS,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,13,2001,2001,Gable,CompShg,HdBoard,VinylSd,None,145.0,Gd,Gd,PConc,TA,TA,Mn,BLQ,-9,Rec,-3,937,928,GasA,TA,Y,FuseF,937,842,-1,1784,9,-9,-3,9,12,8,Gd,7,Typ,-3,,,2001.0,Fin,7,465,TA,TA,Y,149,86,-8,-1,2,0,,,,-2,-5,2007,WD,Normal,192505
950,20,RL,78.0,9359,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,3,8,1971,2007,Gable,CompShg,Plywood,Plywood,None,-5.0,Gd,TA,PConc,Gd,TA,No,GLQ,988,Unf,0,188,1163,GasA,Ex,N,SBrkr,1375,7,0,1379,-9,5,0,3,-6,5,Gd,0,Typ,9,Gd,Attchd,1973.0,Unf,8,681,TA,,Y,3,1,8,8,6,7,Fa,,,-1,-3,2011,WD,Normal,197494
951,20,RL,56.0,7203,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,4,1949,2001,Hip,CompShg,HdBoard,MetalSd,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,406,Unf,144,311,873,GasA,Ex,Y,SBrkr,870,6,-6,864,5,-9,10,8,5,1,TA,-5,Typ,8,TA,Attchd,1979.0,Unf,-5,710,Fa,,Y,197,-4,1,-8,6,-5,,,,7,9,2008,WD,Normal,129003
952,20,RH,56.0,7808,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,11,-5,1964,1966,Gable,CompShg,VinylSd,Wd Sdng,None,-2.0,Gd,TA,BrkTil,Gd,TA,No,ALQ,647,Unf,-9,187,834,GasA,TA,Y,SBrkr,965,-9,-7,960,-9,5,-6,-10,-1,8,Gd,4,Min2,3,,Attchd,1980.0,Unf,-5,309,TA,TA,Y,411,2,9,-10,-9,-6,,,,8,3,2007,WD,Normal,119893
953,85,RL,66.0,7190,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,-3,-1,1973,2002,Gable,CompShg,MetalSd,HdBoard,BrkFace,3.0,TA,TA,CBlock,Gd,TA,No,Rec,656,Unf,9,106,776,GasA,Gd,Y,SBrkr,760,1,-6,765,8,-9,3,6,1,-4,TA,12,Typ,4,,Attchd,1973.0,Unf,0,399,TA,TA,Y,186,3,-7,-5,3,7,,MnPrv,,-3,13,2008,WD,Normal,133903
954,60,RL,,11080,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Twnhs,2Story,14,8,1968,1968,Gable,CompShg,Stucco,MetalSd,BrkFace,226.0,Gd,TA,CBlock,TA,TA,No,GLQ,559,Unf,187,36,777,GasA,TA,Y,SBrkr,1167,809,2,1976,6,-5,-4,-5,9,0,Gd,-3,Typ,-7,,Attchd,1970.0,Unf,11,528,,,Y,300,191,-3,4,8,9,,GdPrv,,404,14,2007,WD,Normal,172007
955,90,RL,38.0,9395,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,2fmCon,2Story,-2,13,1976,1974,Gable,CompShg,CemntBd,VinylSd,None,252.0,TA,TA,BrkTil,TA,TA,No,Unf,952,Unf,-6,2,951,GasA,TA,Y,SBrkr,984,6,5,986,2,-5,6,1,5,-3,TA,5,Typ,4,Ex,Attchd,,RFn,-5,-1,TA,TA,Y,-6,7,-1,-3,9,-1,,GdWo,,5,18,2007,New,Normal,127502
956,90,RH,73.0,7144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,15,7,1945,1951,Gable,CompShg,Plywood,VinylSd,None,428.0,TA,TA,PConc,Gd,TA,No,Unf,483,Unf,1,491,985,GasA,Gd,Y,SBrkr,970,985,-6,1952,-5,-5,4,1,13,4,Gd,14,Typ,1,,Attchd,1945.0,RFn,7,497,,TA,Y,-1,9,7,1,-1,6,,,,9,8,2006,WD,Normal,145006
957,160,RM,19.0,1290,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,-1,1981,1981,Gable,CompShg,Wd Sdng,VinylSd,None,2.0,Gd,Gd,PConc,Gd,Gd,No,BLQ,279,,5,277,562,GasA,Ex,Y,SBrkr,554,666,2,1233,0,-4,5,-4,11,-6,Gd,-5,Typ,-9,,Detchd,1979.0,Unf,9,465,TA,TA,Y,156,6,-8,-4,-8,-2,,,,9,-4,2010,WD,Abnorml,123997
958,20,RL,66.0,7429,Pave,,Reg,Bnk,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,-3,11,1961,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,-3.0,TA,TA,CBlock,Gd,TA,Av,ALQ,426,Unf,9,635,1059,GasA,Ex,N,SBrkr,1049,4,-2,1060,0,-4,-4,4,12,4,Gd,7,Typ,6,TA,Detchd,1978.0,RFn,-5,583,TA,TA,Y,7,8,7,-3,-10,-3,,,,-10,-4,2008,WD,Normal,131997
959,20,RL,59.0,8458,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,11,-5,2002,2004,Gable,CompShg,VinylSd,BrkFace,None,4.0,TA,TA,PConc,TA,TA,No,ALQ,706,Unf,1,635,1345,GasA,Gd,Y,SBrkr,1339,-5,-6,1331,1,-1,2,3,5,-1,Ex,8,Typ,-6,,Attchd,2004.0,Unf,8,524,TA,TA,Y,-1,41,-8,-9,-2,6,,,,-6,16,2006,WD,Normal,185001
960,160,FV,20.0,2572,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5Fin,-2,-5,1998,2000,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,-3.0,Gd,TA,PConc,TA,TA,Av,ALQ,611,ALQ,-5,85,703,GasA,TA,Y,SBrkr,697,716,9,1416,8,-9,9,3,9,0,TA,0,Typ,5,,BuiltIn,2000.0,Unf,8,480,TA,TA,Y,-5,40,1,8,-6,2,,,,-9,13,2009,New,Normal,154992
961,20,RL,41.0,7200,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,TwnhsE,1Story,11,3,1959,2009,Gable,CompShg,VinylSd,HdBoard,None,4.0,TA,TA,CBlock,TA,TA,Mn,GLQ,700,Unf,-4,166,866,GasA,Gd,Y,SBrkr,865,-7,-9,850,1,1,2,3,-4,-1,TA,-5,Typ,-8,,Detchd,,Fin,5,5,TA,TA,Y,117,-5,-3,6,9,6,,,Shed,-8,-5,2011,WD,Normal,116492
962,60,RL,,12222,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,11,1978,1994,Gable,CompShg,CemntBd,Plywood,BrkFace,422.0,TA,TA,PConc,Gd,TA,No,GLQ,903,Unf,8,433,1322,GasA,Ex,Y,SBrkr,1548,1336,5,2873,7,4,6,-9,0,-6,Gd,6,Typ,-1,Gd,Basment,1978.0,,1,626,TA,TA,Y,558,280,8,-9,-2,2,,,,3,-3,2007,WD,Normal,271997
963,160,RL,33.0,2312,Pave,,Reg,Low,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,12,10,1975,1975,Gable,CompShg,VinylSd,AsphShn,None,3.0,TA,TA,PConc,Gd,TA,No,Unf,549,Unf,-9,248,807,GasA,TA,Y,FuseF,805,742,-9,1556,-5,9,-1,-2,9,6,Gd,0,Typ,5,TA,Detchd,1975.0,,2,434,Fa,TA,Y,46,6,-5,-7,3,2,,,,2,5,2008,New,Normal,155006
964,20,RL,123.0,11926,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,2Story,7,14,2006,2006,Gable,CompShg,HdBoard,VinylSd,None,-2.0,Gd,TA,CBlock,Gd,TA,No,Unf,5,Unf,1,1798,1800,GasA,TA,Y,SBrkr,1809,-1,-7,1795,-4,7,-6,3,1,-4,TA,3,Mod,5,TA,Attchd,2008.0,RFn,-6,704,TA,TA,Y,295,127,0,-7,1,7,,,,-1,11,2008,ConLD,Normal,239009
965,60,RL,77.0,11319,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,RRNn,TwnhsE,2.5Fin,1,8,2001,2002,Gable,CompShg,HdBoard,Wd Shng,BrkFace,41.0,Gd,TA,PConc,Ex,TA,,BLQ,615,Unf,6,189,825,GasA,TA,Y,SBrkr,819,1074,7,1894,-4,-3,9,4,8,9,TA,4,Typ,-1,Gd,Attchd,2003.0,Unf,10,510,TA,TA,Y,-6,40,6,9,-1,5,,,,2,6,2011,WD,Normal,214903
966,60,RL,62.0,10240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,-1,0,2004,2008,Hip,CompShg,VinylSd,Plywood,None,-5.0,TA,TA,CBlock,Gd,TA,No,Unf,-5,,-10,781,779,GasA,Ex,Y,SBrkr,783,706,-5,1479,9,-1,-3,-9,-3,1,TA,4,Typ,3,Gd,Detchd,2004.0,Unf,-4,401,TA,TA,Y,9,76,-9,-9,5,-8,,,,-5,11,2006,WD,Normal,178907
967,50,RL,135.0,9596,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,4,1941,1949,Gable,CompShg,Wd Sdng,MetalSd,None,-1.0,TA,TA,CBlock,Ex,TA,No,GLQ,423,Unf,4,307,725,GasA,TA,Y,FuseA,967,330,7,1309,-9,9,-8,-1,3,-8,Gd,12,Typ,8,TA,Attchd,1941.0,Unf,6,254,,TA,Y,2,77,1,4,5,5,,GdPrv,,-2,10,2008,WD,Normal,159998
968,20,RL,,7383,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,SLvl,6,4,1954,1954,Hip,CompShg,VinylSd,HdBoard,None,145.0,TA,TA,PConc,Gd,Gd,No,GLQ,900,Unf,-8,186,1098,GasW,Gd,Y,SBrkr,1089,-2,-3,1106,0,0,-2,7,6,5,TA,6,Typ,2,TA,Attchd,1956.0,Unf,-7,251,TA,Gd,Y,1,9,9,6,6,6,,,,0,15,2007,New,Normal,135009
969,50,RM,59.0,5926,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,3,9,1909,1951,Hip,CompShg,Plywood,VinylSd,BrkFace,4.0,TA,Gd,PConc,,TA,No,Unf,3,Unf,-1,597,604,GasA,Ex,Y,SBrkr,604,363,0,962,-4,-3,1,7,-4,4,Gd,9,Typ,-6,,Attchd,,RFn,8,-3,TA,TA,Y,-4,-4,3,-3,3,2,,MnPrv,,7,6,2010,WD,Normal,37900
970,190,RL,83.0,10390,Pave,,IR2,Bnk,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,1Story,14,5,1959,1957,Hip,CompShg,HdBoard,MetalSd,None,105.0,TA,TA,CBlock,TA,TA,No,ALQ,516,Unf,5,72,578,GasA,Ex,Y,SBrkr,1085,4,-1,1104,3,-8,0,6,10,-9,Ex,5,Typ,9,Gd,Attchd,1959.0,Unf,5,270,TA,TA,Y,-9,3,-10,8,2,-2,,,,-6,4,2007,WD,Normal,139995
971,50,RL,58.0,10804,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,8,0,1948,1951,Hip,CompShg,Wd Sdng,Wd Sdng,None,4.0,TA,TA,PConc,TA,TA,Gd,Unf,-7,LwQ,4,712,721,GasA,Ex,Y,SBrkr,721,476,5,1201,-7,-1,0,-2,2,-6,Gd,15,Typ,6,TA,Detchd,,Fin,2,4,,,Y,1,0,4,-3,-4,3,,,,-9,18,2007,WD,Normal,134998
